,lstrLevel,lsregion,lscc,province,lsrcode,lsrcodeDesc,lsaa,lsaaDesc,lstt,district,lsmm,lsmmDesc,lsyymm,male,female,total
0,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,1,พระบรมมหาราชวัง,0, ,6512,1845,1292,3137
1,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,2,วังบูรพาภิรมย์,0, ,6512,4385,4407,8792
2,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,3,วัดราชบพิธ,0, ,6512,1310,1603,2913
3,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,4,สำราญราษฎร์,0, ,6512,1385,1327,2712
4,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,5,ศาลเจ้าพ่อเสือ,0, ,6512,1174,1573,2747
5,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,6,เสาชิงช้า,0, ,6512,902,1028,1930
6,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,7,บวรนิเวศ,0, ,6512,1685,2014,3699
7,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,8,ตลาดยอด,0, ,6512,910,1050,1960
8,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,9,ชนะสงคราม,0, ,6512,836,869,1705
9,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,10,บ้านพานถม,0, ,6512,2492,3125,5617
10,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,11,บางขุนพรหม,0, ,6512,1921,1914,3835
11,0,0,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,1, ,12,วัดสามพระยา,0, ,6512,1231,1368,2599
12,0,0,10,กรุงเทพมหานคร,1002,ท้องถิ่นเขตดุสิต,2, ,1,ดุสิต,0, ,6512,6241,4078,10319
13,0,0,10,กรุงเทพมหานคร,1002,ท้องถิ่นเขตดุสิต,2, ,2,วชิรพยาบาล,0, ,6512,4231,4991,9222
14,0,0,10,กรุงเทพมหานคร,1002,ท้องถิ่นเขตดุสิต,2, ,3,สวนจิตรลดา,0, ,6512,2914,3147,6061
15,0,0,10,กรุงเทพมหานคร,1002,ท้องถิ่นเขตดุสิต,2, ,4,สี่แยกมหานาค,0, ,6512,3317,3484,6801
16,0,0,10,กรุงเทพมหานคร,1002,ท้องถิ่นเขตดุสิต,2, ,6,ถนนนครไชยศรี,0, ,6512,25401,20798,46199
17,0,0,10,กรุงเทพมหานคร,1003,ท้องถิ่นเขตหนองจอก,3, ,1,กระทุ่มราย,0, ,6512,19785,20864,40649
18,0,0,10,กรุงเทพมหานคร,1003,ท้องถิ่นเขตหนองจอก,3, ,2,หนองจอก,0, ,6512,11412,12312,23724
19,0,0,10,กรุงเทพมหานคร,1003,ท้องถิ่นเขตหนองจอก,3, ,3,คลองสิบ,0, ,6512,4620,4784,9404
20,0,0,10,กรุงเทพมหานคร,1003,ท้องถิ่นเขตหนองจอก,3, ,4,คลองสิบสอง,0, ,6512,5870,6155,12025
21,0,0,10,กรุงเทพมหานคร,1003,ท้องถิ่นเขตหนองจอก,3, ,5,โคกแฝด,0, ,6512,16994,17715,34709
22,0,0,10,กรุงเทพมหานคร,1003,ท้องถิ่นเขตหนองจอก,3, ,6,คู้ฝั่งเหนือ,0, ,6512,8800,9275,18075
23,0,0,10,กรุงเทพมหานคร,1003,ท้องถิ่นเขตหนองจอก,3, ,7,ลำผักชี,0, ,6512,15845,17181,33026
24,0,0,10,กรุงเทพมหานคร,1003,ท้องถิ่นเขตหนองจอก,3, ,8,ลำต้อยติ่ง,0, ,6512,4785,4970,9755
25,0,0,10,กรุงเทพมหานคร,1004,ท้องถิ่นเขตบางรัก,4, ,1,มหาพฤฒาราม,0, ,6512,4579,5440,10019
26,0,0,10,กรุงเทพมหานคร,1004,ท้องถิ่นเขตบางรัก,4, ,2,สีลม,0, ,6512,8234,8874,17108
27,0,0,10,กรุงเทพมหานคร,1004,ท้องถิ่นเขตบางรัก,4, ,3,สุริยวงศ์,0, ,6512,2042,2245,4287
28,0,0,10,กรุงเทพมหานคร,1004,ท้องถิ่นเขตบางรัก,4, ,4,บางรัก,0, ,6512,1196,1284,2480
29,0,0,10,กรุงเทพมหานคร,1004,ท้องถิ่นเขตบางรัก,4, ,5,สี่พระยา,0, ,6512,4565,5455,10020
30,0,0,10,กรุงเทพมหานคร,1005,ท้องถิ่นเขตบางเขน,5, ,2,อนุสาวรีย์,0, ,6512,41636,45610,87246
31,0,0,10,กรุงเทพมหานคร,1005,ท้องถิ่นเขตบางเขน,5, ,8,ท่าแร้ง,0, ,6512,45032,53091,98123
32,0,0,10,กรุงเทพมหานคร,1006,ท้องถิ่นเขตบางกะปิ,6, ,1,คลองจั่น,0, ,6512,33953,40510,74463
33,0,0,10,กรุงเทพมหานคร,1006,ท้องถิ่นเขตบางกะปิ,6, ,8,หัวหมาก,0, ,6512,30211,36815,67026
34,0,0,10,กรุงเทพมหานคร,1007,ท้องถิ่นเขตปทุมวัน,7, ,1,รองเมือง,0, ,6512,7437,8131,15568
35,0,0,10,กรุงเทพมหานคร,1007,ท้องถิ่นเขตปทุมวัน,7, ,2,วังใหม่,0, ,6512,2606,2712,5318
36,0,0,10,กรุงเทพมหานคร,1007,ท้องถิ่นเขตปทุมวัน,7, ,3,ปทุมวัน,0, ,6512,1242,1587,2829
37,0,0,10,กรุงเทพมหานคร,1007,ท้องถิ่นเขตปทุมวัน,7, ,4,ลุมพินี,0, ,6512,7910,9219,17129
38,0,0,10,กรุงเทพมหานคร,1008,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,8, ,1,ป้อมปราบ,0, ,6512,6211,6653,12864
39,0,0,10,กรุงเทพมหานคร,1008,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,8, ,2,วัดเทพศิรินทร์,0, ,6512,2939,2975,5914
40,0,0,10,กรุงเทพมหานคร,1008,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,8, ,3,คลองมหานาค,0, ,6512,3915,4344,8259
41,0,0,10,กรุงเทพมหานคร,1008,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,8, ,4,บ้านบาตร,0, ,6512,2997,2899,5896
42,0,0,10,กรุงเทพมหานคร,1008,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,8, ,5,วัดโสมนัส,0, ,6512,3132,3245,6377
43,0,0,10,กรุงเทพมหานคร,1009,ท้องถิ่นเขตพระโขนง,9, ,5,บางจาก,0, ,6512,28960,36146,65106
44,0,0,10,กรุงเทพมหานคร,1009,ท้องถิ่นเขตพระโขนง,9, ,10,พระโขนงใต้,0, ,6512,9757,11427,21184
45,0,0,10,กรุงเทพมหานคร,1010,ท้องถิ่นเขตมีนบุรี,10, ,1,มีนบุรี,0, ,6512,44648,51319,95967
46,0,0,10,กรุงเทพมหานคร,1010,ท้องถิ่นเขตมีนบุรี,10, ,2,แสนแสบ,0, ,6512,21753,23310,45063
47,0,0,10,กรุงเทพมหานคร,1011,ท้องถิ่นเขตลาดกระบัง,11, ,1,ลาดกระบัง,0, ,6512,14036,16155,30191
48,0,0,10,กรุงเทพมหานคร,1011,ท้องถิ่นเขตลาดกระบัง,11, ,2,คลองสองต้นนุ่น,0, ,6512,31535,35304,66839
49,0,0,10,กรุงเทพมหานคร,1011,ท้องถิ่นเขตลาดกระบัง,11, ,3,คลองสามประเวศ,0, ,6512,7445,8451,15896
50,0,0,10,กรุงเทพมหานคร,1011,ท้องถิ่นเขตลาดกระบัง,11, ,4,ลำปลาทิว,0, ,6512,12200,13390,25590
51,0,0,10,กรุงเทพมหานคร,1011,ท้องถิ่นเขตลาดกระบัง,11, ,5,ทับยาว,0, ,6512,15031,16499,31530
52,0,0,10,กรุงเทพมหานคร,1011,ท้องถิ่นเขตลาดกระบัง,11, ,6,ขุมทอง,0, ,6512,4088,4216,8304
53,0,0,10,กรุงเทพมหานคร,1012,ท้องถิ่นเขตยานนาวา,12, ,3,ช่องนนทรี,0, ,6512,21282,25383,46665
54,0,0,10,กรุงเทพมหานคร,1012,ท้องถิ่นเขตยานนาวา,12, ,4,บางโพงพาง,0, ,6512,13001,14448,27449
55,0,0,10,กรุงเทพมหานคร,1013,ท้องถิ่นเขตสัมพันธวงศ์,13, ,1,จักรวรรดิ,0, ,6512,2979,3064,6043
56,0,0,10,กรุงเทพมหานคร,1013,ท้องถิ่นเขตสัมพันธวงศ์,13, ,2,สัมพันธวงศ์,0, ,6512,3718,3900,7618
57,0,0,10,กรุงเทพมหานคร,1013,ท้องถิ่นเขตสัมพันธวงศ์,13, ,3,ตลาดน้อย,0, ,6512,3087,3420,6507
58,0,0,10,กรุงเทพมหานคร,1014,ท้องถิ่นเขตพญาไท,14, ,1,สามเสนใน,0, ,6512,15658,14506,30164
59,0,0,10,กรุงเทพมหานคร,1014,ท้องถิ่นเขตพญาไท,14, ,6,พญาไท,0, ,6512,16306,18805,35111
60,0,0,10,กรุงเทพมหานคร,1015,ท้องถิ่นเขตธนบุรี,15, ,1,วัดกัลยาณ์,0, ,6512,3688,4219,7907
61,0,0,10,กรุงเทพมหานคร,1015,ท้องถิ่นเขตธนบุรี,15, ,2,หิรัญรูจี,0, ,6512,5206,5915,11121
62,0,0,10,กรุงเทพมหานคร,1015,ท้องถิ่นเขตธนบุรี,15, ,3,บางยี่เรือ,0, ,6512,9058,9840,18898
63,0,0,10,กรุงเทพมหานคร,1015,ท้องถิ่นเขตธนบุรี,15, ,4,บุคคโล,0, ,6512,7597,8795,16392
64,0,0,10,กรุงเทพมหานคร,1015,ท้องถิ่นเขตธนบุรี,15, ,5,ตลาดพลู,0, ,6512,6739,7964,14703
65,0,0,10,กรุงเทพมหานคร,1015,ท้องถิ่นเขตธนบุรี,15, ,6,ดาวคะนอง,0, ,6512,7770,9012,16782
66,0,0,10,กรุงเทพมหานคร,1015,ท้องถิ่นเขตธนบุรี,15, ,7,สำเหร่,0, ,6512,6397,7391,13788
67,0,0,10,กรุงเทพมหานคร,1016,ท้องถิ่นเขตบางกอกใหญ่,16, ,1,วัดอรุณ,0, ,6512,5548,5772,11320
68,0,0,10,กรุงเทพมหานคร,1016,ท้องถิ่นเขตบางกอกใหญ่,16, ,2,วัดท่าพระ,0, ,6512,23186,27073,50259
69,0,0,10,กรุงเทพมหานคร,1017,ท้องถิ่นเขตห้วยขวาง,17, ,1,ห้วยขวาง,0, ,6512,11965,15144,27109
70,0,0,10,กรุงเทพมหานคร,1017,ท้องถิ่นเขตห้วยขวาง,17, ,2,บางกะปิ,0, ,6512,8848,10555,19403
71,0,0,10,กรุงเทพมหานคร,1017,ท้องถิ่นเขตห้วยขวาง,17, ,4,สามเสนนอก,0, ,6512,16456,20525,36981
72,0,0,10,กรุงเทพมหานคร,1018,ท้องถิ่นเขตคลองสาน,18, ,1,สมเด็จเจ้าพระยา,0, ,6512,5504,6237,11741
73,0,0,10,กรุงเทพมหานคร,1018,ท้องถิ่นเขตคลองสาน,18, ,2,คลองสาน,0, ,6512,6525,7147,13672
74,0,0,10,กรุงเทพมหานคร,1018,ท้องถิ่นเขตคลองสาน,18, ,3,บางลำภูล่าง,0, ,6512,10382,12361,22743
75,0,0,10,กรุงเทพมหานคร,1018,ท้องถิ่นเขตคลองสาน,18, ,4,คลองต้นไทร,0, ,6512,8168,10023,18191
76,0,0,10,กรุงเทพมหานคร,1019,ท้องถิ่นเขตตลิ่งชัน,19, ,1,คลองชักพระ,0, ,6512,4483,5203,9686
77,0,0,10,กรุงเทพมหานคร,1019,ท้องถิ่นเขตตลิ่งชัน,19, ,2,ตลิ่งชัน,0, ,6512,10931,12772,23703
78,0,0,10,กรุงเทพมหานคร,1019,ท้องถิ่นเขตตลิ่งชัน,19, ,3,ฉิมพลี,0, ,6512,10823,12574,23397
79,0,0,10,กรุงเทพมหานคร,1019,ท้องถิ่นเขตตลิ่งชัน,19, ,4,บางพรม,0, ,6512,6249,6928,13177
80,0,0,10,กรุงเทพมหานคร,1019,ท้องถิ่นเขตตลิ่งชัน,19, ,5,บางระมาด,0, ,6512,9310,10508,19818
81,0,0,10,กรุงเทพมหานคร,1019,ท้องถิ่นเขตตลิ่งชัน,19, ,7,บางเชือกหนัง,0, ,6512,5649,6372,12021
82,0,0,10,กรุงเทพมหานคร,1020,ท้องถิ่นเขตบางกอกน้อย,20, ,4,ศิริราช,0, ,6512,6471,6258,12729
83,0,0,10,กรุงเทพมหานคร,1020,ท้องถิ่นเขตบางกอกน้อย,20, ,5,บ้านช่างหล่อ,0, ,6512,12867,14513,27380
84,0,0,10,กรุงเทพมหานคร,1020,ท้องถิ่นเขตบางกอกน้อย,20, ,6,บางขุนนนท์,0, ,6512,5116,5382,10498
85,0,0,10,กรุงเทพมหานคร,1020,ท้องถิ่นเขตบางกอกน้อย,20, ,7,บางขุนศรี,0, ,6512,13793,16563,30356
86,0,0,10,กรุงเทพมหานคร,1020,ท้องถิ่นเขตบางกอกน้อย,20, ,9,อรุณอมรินทร์,0, ,6512,8478,10288,18766
87,0,0,10,กรุงเทพมหานคร,1021,ท้องถิ่นเขตบางขุนเทียน,21, ,5,ท่าข้าม,0, ,6512,29137,32743,61880
88,0,0,10,กรุงเทพมหานคร,1021,ท้องถิ่นเขตบางขุนเทียน,21, ,7,แสมดำ,0, ,6512,57714,65211,122925
89,0,0,10,กรุงเทพมหานคร,1022,ท้องถิ่นเขตภาษีเจริญ,22, ,1,บางหว้า,0, ,6512,17265,20402,37667
90,0,0,10,กรุงเทพมหานคร,1022,ท้องถิ่นเขตภาษีเจริญ,22, ,2,บางด้วน,0, ,6512,12761,14522,27283
91,0,0,10,กรุงเทพมหานคร,1022,ท้องถิ่นเขตภาษีเจริญ,22, ,6,บางจาก,0, ,6512,3696,4336,8032
92,0,0,10,กรุงเทพมหานคร,1022,ท้องถิ่นเขตภาษีเจริญ,22, ,7,บางแวก,0, ,6512,8394,9860,18254
93,0,0,10,กรุงเทพมหานคร,1022,ท้องถิ่นเขตภาษีเจริญ,22, ,8,คลองขวาง,0, ,6512,4995,5594,10589
94,0,0,10,กรุงเทพมหานคร,1022,ท้องถิ่นเขตภาษีเจริญ,22, ,9,ปากคลองภาษีเจริญ,0, ,6512,6695,7705,14400
95,0,0,10,กรุงเทพมหานคร,1022,ท้องถิ่นเขตภาษีเจริญ,22, ,10,คูหาสวรรค์,0, ,6512,2751,3094,5845
96,0,0,10,กรุงเทพมหานคร,1023,ท้องถิ่นเขตหนองแขม,23, ,2,หนองแขม,0, ,6512,36946,43312,80258
97,0,0,10,กรุงเทพมหานคร,1023,ท้องถิ่นเขตหนองแขม,23, ,3,หนองค้างพลู,0, ,6512,35208,39777,74985
98,0,0,10,กรุงเทพมหานคร,1024,ท้องถิ่นเขตราษฎร์บูรณะ,24, ,1,ราษฎร์บูรณะ,0, ,6512,13869,15788,29657
99,0,0,10,กรุงเทพมหานคร,1024,ท้องถิ่นเขตราษฎร์บูรณะ,24, ,2,บางปะกอก,0, ,6512,22534,24399,46933
100,0,0,10,กรุงเทพมหานคร,1025,ท้องถิ่นเขตบางพลัด,25, ,1,บางพลัด,0, ,6512,9943,11638,21581
101,0,0,10,กรุงเทพมหานคร,1025,ท้องถิ่นเขตบางพลัด,25, ,2,บางอ้อ,0, ,6512,10808,12845,23653
102,0,0,10,กรุงเทพมหานคร,1025,ท้องถิ่นเขตบางพลัด,25, ,3,บางบำหรุ,0, ,6512,7632,9834,17466
103,0,0,10,กรุงเทพมหานคร,1025,ท้องถิ่นเขตบางพลัด,25, ,4,บางยี่ขัน,0, ,6512,11283,13492,24775
104,0,0,10,กรุงเทพมหานคร,1026,ท้องถิ่นเขตดินแดง,26, ,1,ดินแดง,0, ,6512,31485,37590,69075
105,0,0,10,กรุงเทพมหานคร,1026,ท้องถิ่นเขตดินแดง,26, ,2,รัชดาภิเษก,0, ,6512,19381,22596,41977
106,0,0,10,กรุงเทพมหานคร,1027,ท้องถิ่นเขตบึงกุ่ม,27, ,1,คลองกุ่ม,0, ,6512,30856,36628,67484
107,0,0,10,กรุงเทพมหานคร,1027,ท้องถิ่นเขตบึงกุ่ม,27, ,4,นวมินทร์,0, ,6512,11965,14539,26504
108,0,0,10,กรุงเทพมหานคร,1027,ท้องถิ่นเขตบึงกุ่ม,27, ,5,นวลจันทร์,0, ,6512,19932,24130,44062
109,0,0,10,กรุงเทพมหานคร,1028,ท้องถิ่นเขตสาทร,28, ,1,ทุ่งวัดดอน,0, ,6512,16345,18949,35294
110,0,0,10,กรุงเทพมหานคร,1028,ท้องถิ่นเขตสาทร,28, ,2,ยานนาวา,0, ,6512,8728,9771,18499
111,0,0,10,กรุงเทพมหานคร,1028,ท้องถิ่นเขตสาทร,28, ,3,ทุ่งมหาเมฆ,0, ,6512,9264,9591,18855
112,0,0,10,กรุงเทพมหานคร,1029,ท้องถิ่นเขตบางซื่อ,29, ,1,บางซื่อ,0, ,6512,36307,41391,77698
113,0,0,10,กรุงเทพมหานคร,1029,ท้องถิ่นเขตบางซื่อ,29, ,2,วงศ์สว่าง,0, ,6512,18876,22857,41733
114,0,0,10,กรุงเทพมหานคร,1030,ท้องถิ่นเขตจตุจักร,30, ,1,ลาดยาว,0, ,6512,18334,21355,39689
115,0,0,10,กรุงเทพมหานคร,1030,ท้องถิ่นเขตจตุจักร,30, ,2,เสนานิคม,0, ,6512,9376,11017,20393
116,0,0,10,กรุงเทพมหานคร,1030,ท้องถิ่นเขตจตุจักร,30, ,3,จันทรเกษม,0, ,6512,17423,20452,37875
117,0,0,10,กรุงเทพมหานคร,1030,ท้องถิ่นเขตจตุจักร,30, ,4,จอมพล,0, ,6512,15076,19209,34285
118,0,0,10,กรุงเทพมหานคร,1030,ท้องถิ่นเขตจตุจักร,30, ,5,จตุจักร,0, ,6512,10473,11077,21550
119,0,0,10,กรุงเทพมหานคร,1031,ท้องถิ่นเขตบางคอแหลม,31, ,1,บางคอแหลม,0, ,6512,10190,11571,21761
120,0,0,10,กรุงเทพมหานคร,1031,ท้องถิ่นเขตบางคอแหลม,31, ,2,วัดพระยาไกร,0, ,6512,10760,12164,22924
121,0,0,10,กรุงเทพมหานคร,1031,ท้องถิ่นเขตบางคอแหลม,31, ,3,บางโคล่,0, ,6512,16257,18153,34410
122,0,0,10,กรุงเทพมหานคร,1032,ท้องถิ่นเขตประเวศ,32, ,1,ประเวศ,0, ,6512,41417,46425,87842
123,0,0,10,กรุงเทพมหานคร,1032,ท้องถิ่นเขตประเวศ,32, ,2,หนองบอน,0, ,6512,18620,21775,40395
124,0,0,10,กรุงเทพมหานคร,1032,ท้องถิ่นเขตประเวศ,32, ,3,ดอกไม้,0, ,6512,25638,29109,54747
125,0,0,10,กรุงเทพมหานคร,1033,ท้องถิ่นเขตคลองเตย,33, ,1,คลองเตย,0, ,6512,28468,30244,58712
126,0,0,10,กรุงเทพมหานคร,1033,ท้องถิ่นเขตคลองเตย,33, ,2,คลองตัน,0, ,6512,4791,5793,10584
127,0,0,10,กรุงเทพมหานคร,1033,ท้องถิ่นเขตคลองเตย,33, ,3,พระโขนง,0, ,6512,9474,11676,21150
128,0,0,10,กรุงเทพมหานคร,1034,ท้องถิ่นเขตสวนหลวง,34, ,1,สวนหลวง,0, ,6512,22084,26410,48494
129,0,0,10,กรุงเทพมหานคร,1034,ท้องถิ่นเขตสวนหลวง,34, ,2,อ่อนนุช,0, ,6512,19683,23826,43509
130,0,0,10,กรุงเทพมหานคร,1034,ท้องถิ่นเขตสวนหลวง,34, ,3,พัฒนาการ,0, ,6512,14130,16543,30673
131,0,0,10,กรุงเทพมหานคร,1035,ท้องถิ่นเขตจอมทอง,35, ,1,บางขุนเทียน,0, ,6512,16335,18256,34591
132,0,0,10,กรุงเทพมหานคร,1035,ท้องถิ่นเขตจอมทอง,35, ,2,บางค้อ,0, ,6512,15852,17904,33756
133,0,0,10,กรุงเทพมหานคร,1035,ท้องถิ่นเขตจอมทอง,35, ,3,บางมด,0, ,6512,20189,22974,43163
134,0,0,10,กรุงเทพมหานคร,1035,ท้องถิ่นเขตจอมทอง,35, ,4,จอมทอง,0, ,6512,15275,16545,31820
135,0,0,10,กรุงเทพมหานคร,1036,ท้องถิ่นเขตดอนเมือง,36, ,2,สีกัน,0, ,6512,32310,31397,63707
136,0,0,10,กรุงเทพมหานคร,1036,ท้องถิ่นเขตดอนเมือง,36, ,4,ดอนเมือง,0, ,6512,37766,42765,80531
137,0,0,10,กรุงเทพมหานคร,1036,ท้องถิ่นเขตดอนเมือง,36, ,5,สนามบิน,0, ,6512,12321,9730,22051
138,0,0,10,กรุงเทพมหานคร,1037,ท้องถิ่นเขตราชเทวี,37, ,1,ทุ่งพญาไท,0, ,6512,13068,13795,26863
139,0,0,10,กรุงเทพมหานคร,1037,ท้องถิ่นเขตราชเทวี,37, ,2,ถนนพญาไท,0, ,6512,4289,5373,9662
140,0,0,10,กรุงเทพมหานคร,1037,ท้องถิ่นเขตราชเทวี,37, ,3,ถนนเพชรบุรี,0, ,6512,6421,7532,13953
141,0,0,10,กรุงเทพมหานคร,1037,ท้องถิ่นเขตราชเทวี,37, ,4,มักกะสัน,0, ,6512,7683,8118,15801
142,0,0,10,กรุงเทพมหานคร,1038,ท้องถิ่นเขตลาดพร้าว,38, ,1,ลาดพร้าว,0, ,6512,40059,48012,88071
143,0,0,10,กรุงเทพมหานคร,1038,ท้องถิ่นเขตลาดพร้าว,38, ,2,จรเข้บัว,0, ,6512,11752,14452,26204
144,0,0,10,กรุงเทพมหานคร,1039,ท้องถิ่นเขตวัฒนา,39, ,1,คลองเตยเหนือ,0, ,6512,4318,5080,9398
145,0,0,10,กรุงเทพมหานคร,1039,ท้องถิ่นเขตวัฒนา,39, ,2,คลองตันเหนือ,0, ,6512,23359,25896,49255
146,0,0,10,กรุงเทพมหานคร,1039,ท้องถิ่นเขตวัฒนา,39, ,3,พระโขนงเหนือ,0, ,6512,9752,12425,22177
147,0,0,10,กรุงเทพมหานคร,1040,ท้องถิ่นเขตบางแค,40, ,1,บางแค,0, ,6512,17923,20870,38793
148,0,0,10,กรุงเทพมหานคร,1040,ท้องถิ่นเขตบางแค,40, ,2,บางแคเหนือ,0, ,6512,27082,31885,58967
149,0,0,10,กรุงเทพมหานคร,1040,ท้องถิ่นเขตบางแค,40, ,3,บางไผ่,0, ,6512,18632,20915,39547
150,0,0,10,กรุงเทพมหานคร,1040,ท้องถิ่นเขตบางแค,40, ,4,หลักสอง,0, ,6512,25395,29551,54946
151,0,0,10,กรุงเทพมหานคร,1041,ท้องถิ่นเขตหลักสี่,41, ,1,ทุ่งสองห้อง,0, ,6512,35379,37962,73341
152,0,0,10,กรุงเทพมหานคร,1041,ท้องถิ่นเขตหลักสี่,41, ,2,ตลาดบางเขน,0, ,6512,12362,14657,27019
153,0,0,10,กรุงเทพมหานคร,1042,ท้องถิ่นเขตสายไหม,42, ,1,สายไหม,0, ,6512,37237,43426,80663
154,0,0,10,กรุงเทพมหานคร,1042,ท้องถิ่นเขตสายไหม,42, ,2,ออเงิน,0, ,6512,20098,22827,42925
155,0,0,10,กรุงเทพมหานคร,1042,ท้องถิ่นเขตสายไหม,42, ,3,คลองถนน,0, ,6512,40364,44976,85340
156,0,0,10,กรุงเทพมหานคร,1043,ท้องถิ่นเขตคันนายาว,43, ,1,คันนายาว,0, ,6512,22451,24766,47217
157,0,0,10,กรุงเทพมหานคร,1043,ท้องถิ่นเขตคันนายาว,43, ,2,รามอินทรา,0, ,6512,22010,26296,48306
158,0,0,10,กรุงเทพมหานคร,1044,ท้องถิ่นเขตสะพานสูง,44, ,1,สะพานสูง,0, ,6512,12535,15003,27538
159,0,0,10,กรุงเทพมหานคร,1044,ท้องถิ่นเขตสะพานสูง,44, ,2,ราษฎร์พัฒนา,0, ,6512,19468,22924,42392
160,0,0,10,กรุงเทพมหานคร,1044,ท้องถิ่นเขตสะพานสูง,44, ,3,ทับช้าง,0, ,6512,12092,14189,26281
161,0,0,10,กรุงเทพมหานคร,1045,ท้องถิ่นเขตวังทองหลาง,45, ,1,วังทองหลาง,0, ,6512,10809,12920,23729
162,0,0,10,กรุงเทพมหานคร,1045,ท้องถิ่นเขตวังทองหลาง,45, ,2,สะพานสอง,0, ,6512,5050,6060,11110
163,0,0,10,กรุงเทพมหานคร,1045,ท้องถิ่นเขตวังทองหลาง,45, ,3,คลองเจ้าคุณสิงห์,0, ,6512,12294,14827,27121
164,0,0,10,กรุงเทพมหานคร,1045,ท้องถิ่นเขตวังทองหลาง,45, ,4,พลับพลา,0, ,6512,19430,23088,42518
165,0,0,10,กรุงเทพมหานคร,1046,ท้องถิ่นเขตคลองสามวา,46, ,1,สามวาตะวันตก,0, ,6512,28840,32689,61529
166,0,0,10,กรุงเทพมหานคร,1046,ท้องถิ่นเขตคลองสามวา,46, ,2,สามวาตะวันออก,0, ,6512,12896,13905,26801
167,0,0,10,กรุงเทพมหานคร,1046,ท้องถิ่นเขตคลองสามวา,46, ,3,บางชัน,0, ,6512,41803,48337,90140
168,0,0,10,กรุงเทพมหานคร,1046,ท้องถิ่นเขตคลองสามวา,46, ,4,ทรายกองดิน,0, ,6512,6347,6960,13307
169,0,0,10,กรุงเทพมหานคร,1046,ท้องถิ่นเขตคลองสามวา,46, ,5,ทรายกองดินใต้,0, ,6512,8434,8909,17343
170,0,0,10,กรุงเทพมหานคร,1047,ท้องถิ่นเขตบางนา,47, ,2,บางนาเหนือ,0, ,6512,17886,21575,39461
171,0,0,10,กรุงเทพมหานคร,1047,ท้องถิ่นเขตบางนา,47, ,3,บางนาใต้,0, ,6512,21949,24745,46694
172,0,0,10,กรุงเทพมหานคร,1048,ท้องถิ่นเขตทวีวัฒนา,48, ,1,ทวีวัฒนา,0, ,6512,11012,12465,23477
173,0,0,10,กรุงเทพมหานคร,1048,ท้องถิ่นเขตทวีวัฒนา,48, ,2,ศาลาธรรมสพน์,0, ,6512,25641,30110,55751
174,0,0,10,กรุงเทพมหานคร,1049,ท้องถิ่นเขตทุ่งครุ,49, ,1,บางมด,0, ,6512,25559,29420,54979
175,0,0,10,กรุงเทพมหานคร,1049,ท้องถิ่นเขตทุ่งครุ,49, ,2,ทุ่งครุ,0, ,6512,32283,36499,68782
176,0,0,10,กรุงเทพมหานคร,1050,ท้องถิ่นเขตบางบอน,50, ,2,บางบอนเหนือ,0, ,6512,10717,11740,22457
177,0,0,10,กรุงเทพมหานคร,1050,ท้องถิ่นเขตบางบอน,50, ,3,บางบอนใต้,0, ,6512,11546,12781,24327
178,0,0,10,กรุงเทพมหานคร,1050,ท้องถิ่นเขตบางบอน,50, ,4,คลองบางพราน,0, ,6512,14699,16342,31041
179,0,0,10,กรุงเทพมหานคร,1050,ท้องถิ่นเขตบางบอน,50, ,5,คลองบางบอน,0, ,6512,11219,12202,23421
180,0,0,11,จังหวัดสมุทรปราการ,1101,อำเภอเมืองสมุทรปราการ,1, ,10,แพรกษา,0, ,6512,17843,20256,38099
181,0,0,11,จังหวัดสมุทรปราการ,1101,อำเภอเมืองสมุทรปราการ,1, ,11,บางโปรง,0, ,6512,4887,5384,10271
182,0,0,11,จังหวัดสมุทรปราการ,1101,อำเภอเมืองสมุทรปราการ,1, ,13,บางด้วน,0, ,6512,3666,4036,7702
183,0,0,11,จังหวัดสมุทรปราการ,1101,อำเภอเมืองสมุทรปราการ,1, ,15,เทพารักษ์,0, ,6512,10020,11566,21586
